,sizes,times
0,1000,0.2931978702545166
1,2000,1.081202745437622
2,5000,7.038973808288574
3,7000,14.871310234069824
4,10000,32.43564963340759
5,15000,131.2864100933075
6,20000,265.0074608325958
7,25000,430.423392534256
8,30000,634.159389257431
9,45000,1412.8522658348083
10,60000,2459.357769727707
11,70000,3328.7520768642426
